,Class,Class X,Class Y,Title,Instructor,Cr Hrs,Type,Enroll,Limit,Bld,Room,Bld X,Bld Y,Dpt,Bld capacity,Day,Start,Stop,Notes,Unit Dept,Start Mtg Dt,End Mtg Dt,Session ID,Session Desc,Session Start Dt,Session End Dt,School Drop Dt,Last Reg Dt,Eligible Grade Dt,Last Drop w/o W Dt,Last Drop with W Dt,XRG,Non XRG,Bld.1,class_code,dpt_address,bld_address
3767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3768,CAS PS211 A1,42.348337,-71.100772,Exp Design,Mello-Goldne,4,Lecture,45,45,CAS,306,42.35083,-71.10515,,,"Tue,Thu",14:00:00,15:15:00,"Permission Required, Prereq: PS101 PS Majors Only For non-majors,, Class Full",20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,45,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3769,CAS PS211 A2,42.348337,-71.100772,Exp Design,Mello-Goldne,0,Discussion,22,22,CAS,306,42.35083,-71.10515,,,Fri,13:25:00,14:15:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,22,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3770,CAS PS211 A3,42.348337,-71.100772,Exp Design,Mello-Goldne,0,Discussion,22,23,CAS,306,42.35083,-71.10515,,,Fri,15:35:00,16:25:00,,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,22,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3772,CAS PS211 B1,42.348337,-71.100772,Exp Design,Mello-Goldne,4,Lecture,45,45,CAS,306,42.35083,-71.10515,,,"Mon,Wed,Fri",10:10:00,11:00:00,"Permission Required, Prereq: PS101 PS Majors Only For non-majors,, Class Full",20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,45,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3773,CAS PS211 B2,42.348337,-71.100772,Exp Design,Mello-Goldne,0,Discussion,22,22,CAS,306,42.35083,-71.10515,,,Fri,11:15:00,12:05:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,22,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3774,CAS PS211 B3,42.348337,-71.100772,Exp Design,Mello-Goldne,0,Discussion,23,23,CAS,306,42.35083,-71.10515,,,Fri,12:20:00,13:10:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,23,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3776,CAS PS211 C1,42.348337,-71.100772,Exp Design,Liu,4,Lecture,45,45,CAS,306,42.35083,-71.10515,,,"Tue,Thu",15:30:00,16:45:00,"Permission Required, Prereq: PS101 PS Majors Only For non-majors,, Class Full",20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,45,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3777,CAS PS211 C2,42.348337,-71.100772,Exp Design,Liu,0,Discussion,21,22,CAS,306,42.35083,-71.10515,,,Wed,12:20:00,13:10:00,,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,21,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3778,CAS PS211 C3,42.348337,-71.100772,Exp Design,Liu,0,Discussion,25,23,CAS,306,42.35083,-71.10515,,,Wed,13:25:00,14:15:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3783,CAS PS212 A1,42.348337,-71.100772,Brainsci Matlab,Yazdanbakhsh,4,Lecture,5,5,SCI,117,42.3489,-71.10016,,,"Tue,Thu",15:30:00,16:45:00,"Mts w/CAS NE212 Prereq: NE101/ PS101;1 sem of calc;or consent of instructor, Class Full",20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,5,,PS,64 Cummington Mall,590-596 Commonwealth Avenue
3784,CAS PS212 B1,42.348337,-71.100772,Brainsci Matlab,Yazdanbakhsh,0,Lab,3,3,MCS,B37,42.34919,-71.10421,,,Wed,14:30:00,15:20:00,"Mts w/CAS NE212, Class Full",20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,3,,PS,64 Cummington Mall,111 Cummington Mall
3785,CAS PS212 B2,42.348337,-71.100772,Brainsci Matlab,Yazdanbakhsh,0,Lab,2,2,MCS,B37,42.34919,-71.10421,,,Wed,15:35:00,16:25:00,"Mts w/CAS NE212, Class Full",20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,2,,PS,64 Cummington Mall,111 Cummington Mall
3786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3787,CAS PS222 A1,42.348337,-71.100772,Perception,Kibbe,4,Lecture,102,100,SAR,101,42.34981,-71.102,,,"Tue,Thu",14:00:00,15:15:00,"Prereq: PS101, Class Full",20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,102,,PS,64 Cummington Mall,635 Commonwealth Avenue
3788,CAS PS222 A2,42.348337,-71.100772,Perception,Kibbe,0,Discussion,25,25,COM,109,42.34906,-71.10246,,,Wed,09:05:00,09:55:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,PS,64 Cummington Mall,640 Commonwealth Avenue
3789,CAS PS222 A3,42.348337,-71.100772,Perception,Kibbe,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Wed,10:10:00,11:00:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3790,CAS PS222 A4,42.348337,-71.100772,Perception,Kibbe,0,Discussion,26,25,COM,111,42.34906,-71.10246,,,Wed,11:15:00,12:05:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,26,,PS,64 Cummington Mall,640 Commonwealth Avenue
3791,CAS PS222 A5,42.348337,-71.100772,Perception,Kibbe,0,Discussion,26,25,COM,215,42.34906,-71.10246,,,Wed,12:20:00,13:10:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,26,,PS,64 Cummington Mall,640 Commonwealth Avenue
3792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3793,CAS PS231 A1,42.348337,-71.100772,Physiologl Psy,DiBenedictis,4,Lecture,121,120,PHO,206,42.34942,-71.1063,,,"Mon,Wed,Fri",12:20:00,13:10:00,"Prereq: PS101, Class Full",20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,121,,PS,64 Cummington Mall,6-8 St. Mary's Street
3794,CAS PS231 A2,42.348337,-71.100772,Physiologl Psy,DiBenedictis,0,Discussion,28,30,PSY,B35,42.34939,-71.10395,,,Wed,09:05:00,09:55:00,,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,28,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3795,CAS PS231 A3,42.348337,-71.100772,Physiologl Psy,DiBenedictis,0,Discussion,31,30,CAS,220,42.35083,-71.10515,,,Wed,10:10:00,11:00:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,31,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3796,CAS PS231 A4,42.348337,-71.100772,Physiologl Psy,DiBenedictis,0,Discussion,31,30,CAS,220,42.35083,-71.10515,,,Wed,11:15:00,12:05:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,31,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3797,CAS PS231 A5,42.348337,-71.100772,Physiologl Psy,DiBenedictis,0,Discussion,30,30,PSY,B39,42.34939,-71.10395,,,Wed,13:25:00,14:15:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,CAS PS231 B1,42.348337,-71.100772,Physiologl Psy,Cherry,4,Lecture,100,100,CAS,313,42.35083,-71.10515,,,"Tue,Thu",15:30:00,16:45:00,"Prereq: PS101, Class Full",20220.0,2023-09-05,2023-12-12,,,,,,,,,,1,99,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3800,CAS PS231 B2,42.348337,-71.100772,Physiologl Psy,Cherry,0,Discussion,24,25,PSY,212,42.34939,-71.10395,,,Fri,09:05:00,09:55:00,,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,24,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3801,CAS PS231 B3,42.348337,-71.100772,Physiologl Psy,Cherry,0,Discussion,25,25,COM,109,42.34906,-71.10246,,,Fri,10:10:00,11:00:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,1,24,,PS,64 Cummington Mall,640 Commonwealth Avenue
3802,CAS PS231 B4,42.348337,-71.100772,Physiologl Psy,Cherry,0,Discussion,25,25,PRB,150,42.34884,-71.10118,,,Fri,11:15:00,12:05:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,25,,PS,64 Cummington Mall,3 Cummington Street
3803,CAS PS231 B5,42.348337,-71.100772,Physiologl Psy,Cherry,0,Discussion,25,25,PSY,B47,42.34939,-71.10395,,,Fri,12:20:00,13:10:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,CAS PS234 A1,42.348337,-71.100772,Psych of Learn,Dunne,4,Lecture,80,80,PHO,211,42.34942,-71.1063,,,"Mon,Wed,Fri",14:30:00,15:20:00,"Mts w/CAS NE234 Prereq: PS101, Class Full",20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,80,,PS,64 Cummington Mall,6-8 St. Mary's Street
3806,CAS PS234 A2,42.348337,-71.100772,Psych of Learn,Dunne,0,Discussion,20,20,SAR,300,42.34981,-71.102,,,Fri,09:05:00,09:55:00,"Mts w/CAS NE234, Class Full",20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,20,,PS,64 Cummington Mall,635 Commonwealth Avenue
3807,CAS PS234 A3,42.348337,-71.100772,Psych of Learn,Dunne,0,Discussion,20,20,CGS,315,42.35146,-71.11465,,,Fri,10:10:00,11:00:00,"Mts w/CAS NE234, Class Full",20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,20,,PS,64 Cummington Mall,871 Commonwealth Avenue
3808,CAS PS234 A4,42.348337,-71.100772,Psych of Learn,Dunne,0,Discussion,21,20,PSY,B37,42.34939,-71.10395,,,Fri,11:15:00,12:05:00,"Mts w/CAS NE234, Class Full",20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,21,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3809,CAS PS234 A5,42.348337,-71.100772,Psych of Learn,Dunne,0,Discussion,21,20,STH,318,42.35073,-71.10766,,,Fri,12:20:00,13:10:00,"Mts w/CAS NE234, Class Full",20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,21,,PS,64 Cummington Mall,745 Commonwealth Avenue
3810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3811,CAS PS241 A1,42.348337,-71.100772,Dev Psychology,Saudino,4,Lecture,150,150,PHO,206,42.34942,-71.1063,,,"Tue,Thu",09:30:00,10:45:00,"Prereq: PS101, Class Full",20220.0,2023-09-05,2023-12-12,,,,,,,,,,1,149,,PS,64 Cummington Mall,6-8 St. Mary's Street
3812,CAS PS241 A2,42.348337,-71.100772,Dev Psychology,Saudino,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Mon,08:00:00,08:50:00,Class Full,20220.0,2023-09-11,2023-12-11,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3813,CAS PS241 A3,42.348337,-71.100772,Dev Psychology,Saudino,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Mon,09:05:00,09:55:00,Class Full,20220.0,2023-09-11,2023-12-11,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3814,CAS PS241 A4,42.348337,-71.100772,Dev Psychology,Saudino,0,Discussion,25,25,COM,109,42.34906,-71.10246,,,Mon,10:10:00,11:00:00,Class Full,20220.0,2023-09-11,2023-12-11,,,,,,,,,,1,24,,PS,64 Cummington Mall,640 Commonwealth Avenue
3815,CAS PS241 A5,42.348337,-71.100772,Dev Psychology,Saudino,0,Discussion,25,25,COM,111,42.34906,-71.10246,,,Mon,11:15:00,12:05:00,Class Full,20220.0,2023-09-11,2023-12-11,,,,,,,,,,0,25,,PS,64 Cummington Mall,640 Commonwealth Avenue
3816,CAS PS241 A6,42.348337,-71.100772,Dev Psychology,Saudino,0,Discussion,25,25,COM,109,42.34906,-71.10246,,,Mon,12:20:00,13:10:00,Class Full,20220.0,2023-09-11,2023-12-11,,,,,,,,,,0,25,,PS,64 Cummington Mall,640 Commonwealth Avenue
3817,CAS PS241 A7,42.348337,-71.100772,Dev Psychology,Saudino,0,Discussion,25,25,PSY,212,42.34939,-71.10395,,,Mon,13:25:00,14:15:00,Class Full,20220.0,2023-09-11,2023-12-11,,,,,,,,,,0,25,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3819,CAS PS251 A1,42.348337,-71.100772,Personlty Psych,Shim,4,Lecture,178,180,CAS,522,42.35083,-71.10515,,,"Mon,Wed,Fri",13:25:00,14:15:00,Prereq: PS101,20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,178,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3820,CAS PS251 A2,42.348337,-71.100772,Personlty Psych,Shim,0,Discussion,30,30,PSY,B39,42.34939,-71.10395,,,Fri,10:10:00,11:00:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3821,CAS PS251 A3,42.348337,-71.100772,Personlty Psych,Shim,0,Discussion,30,30,PSY,B39,42.34939,-71.10395,,,Fri,11:15:00,12:05:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3822,CAS PS251 A4,42.348337,-71.100772,Personlty Psych,Shim,0,Discussion,30,30,PSY,B35,42.34939,-71.10395,,,Fri,12:20:00,13:10:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3823,CAS PS251 A5,42.348337,-71.100772,Personlty Psych,Shim,0,Discussion,30,30,PSY,B35,42.34939,-71.10395,,,Fri,14:30:00,15:20:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3824,CAS PS251 A6,42.348337,-71.100772,Personlty Psych,Shim,0,Discussion,30,30,PSY,B39,42.34939,-71.10395,,,Fri,15:35:00,16:25:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3825,CAS PS251 A7,42.348337,-71.100772,Personlty Psych,Shim,0,Discussion,28,30,CAS,225,42.35083,-71.10515,,,Fri,16:40:00,17:30:00,,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,28,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,CAS PS261 A1,42.348337,-71.100772,Social Psych,Mercurio,4,Lecture,119,120,CAS,B12,42.35083,-71.10515,,,"Mon,Wed,Fri",14:30:00,15:20:00,Prereq: PS101,20220.0,2023-09-06,2023-12-11,,,,,,,,,,1,118,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3828,CAS PS261 A2,42.348337,-71.100772,Social Psych,Mercurio,0,Discussion,28,30,PSY,B39,42.34939,-71.10395,,,Wed,09:05:00,09:55:00,,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,28,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3829,CAS PS261 A3,42.348337,-71.100772,Social Psych,Mercurio,0,Discussion,30,30,PSY,B39,42.34939,-71.10395,,,Wed,10:10:00,11:00:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,1,29,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3830,CAS PS261 A4,42.348337,-71.100772,Social Psych,Mercurio,0,Discussion,30,30,PSY,B39,42.34939,-71.10395,,,Wed,11:15:00,12:05:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3831,CAS PS261 A5,42.348337,-71.100772,Social Psych,Mercurio,0,Discussion,30,30,PSY,B39,42.34939,-71.10395,,,Wed,12:20:00,13:10:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,CAS PS261 B1,42.348337,-71.100772,Social Psych,Wells,4,Lecture,108,120,CAS,224,42.35083,-71.10515,,,"Mon,Wed,Fri",11:15:00,12:05:00,Prereq: PS101,20220.0,2023-09-06,2023-12-11,,,,,,,,,,1,107,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3834,CAS PS261 B2,42.348337,-71.100772,Social Psych,Wells,0,Discussion,30,30,PSY,B39,42.34939,-71.10395,,,Fri,12:20:00,13:10:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,1,29,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3835,CAS PS261 B3,42.348337,-71.100772,Social Psych,Wells,0,Discussion,30,30,PSY,B39,42.34939,-71.10395,,,Fri,13:25:00,14:15:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3836,CAS PS261 B4,42.348337,-71.100772,Social Psych,Wells,0,Discussion,30,30,PSY,B39,42.34939,-71.10395,,,Fri,14:30:00,15:20:00,Class Full,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3837,CAS PS261 B5,42.348337,-71.100772,Social Psych,Wells,0,Discussion,19,30,PSY,B35,42.34939,-71.10395,,,Fri,15:35:00,16:25:00,,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,19,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3839,CAS PS323 A1,42.348337,-71.100772,Exp Psych Learn,Meyer,4,Independent,6,20,CAS,327,42.35083,-71.10515,,,"Mon,Wed",14:30:00,16:15:00,"Permission Required, Mts w/CAS NE323 NE323 Prereq: PS211 or MA115& MA116 & P234 PS Maj Only",,2023-09-06,2023-12-11,,,,,,,,,,0,6,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,CAS PS324 A1,42.348337,-71.100772,Exp Psych Devel,Gehrenbeck-S,4,Independent,30,30,CAS,327,42.35083,-71.10515,,,"Mon,Wed",12:20:00,14:05:00,"Permission Required, Prereq: PS211 or MA115&MA116 & PS241 PS Majors Only For non-majors,, Class Full",,2023-09-06,2023-12-11,,,,,,,,,,0,30,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,CAS PS325 A1,42.348337,-71.100772,Exp Psych Persn,Shim,4,Independent,30,30,PSY,153,42.34939,-71.10395,,,"Tue,Thu",09:00:00,10:45:00,"Permission Required, Prereq: PS211 or MA115&MA116 & PS251 PS Majors Only For non-majors,, Class Full",20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,CAS PS325 B1,42.348337,-71.100772,Exp Psych Persn,Mercurio,4,Independent,30,30,PSY,153,42.34939,-71.10395,,,"Mon,Wed",10:10:00,11:55:00,"Permission Required, Prereqs Above PS Majors Only For non-majors,, Class Full",20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,CAS PS326 A1,42.348337,-71.100772,Exp Psych:Soc,Mello-Goldne,4,Independent,33,30,CAS,306,42.35083,-71.10515,,,"Mon,Wed",14:30:00,16:15:00,"Permission Required, Prereq: PS211 or MA115&MA116 & PS261 PS Majors Only For non-majors,, Class Full",20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,33,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,CAS PS326 B1,42.348337,-71.100772,Exp Psych:Soc,Mercurio,4,Independent,30,30,PSY,153,42.34939,-71.10395,,,"Mon,Wed",12:20:00,14:05:00,"Permission Required, Prereqs Above PS Majors Only For non-majors,, Class Full",20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,30,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3850,CAS PS327 A1,42.348337,-71.100772,Expt Perception,Ling,4,Independent,14,14,CAS,327,42.35083,-71.10515,,,"Tue,Thu",13:30:00,15:15:00,"Permission Required, Mts w/CAS NE327 PS211 or MA115 & MA116 & PS222 PS Maj only For non-majors,, Class Full",20220.0,2023-09-05,2023-12-12,,,,,,,,,,0,14,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3851,CAS PS328 A1,42.348337,-71.100772,Exp Psy Mem&Cog,Howard,4,Independent,14,14,CAS,327,42.35083,-71.10515,,,"Tue,Thu",15:30:00,17:15:00,"Permission Required, Mts w/CAS NE328 Prereq:PS211 or MA115 & MA116 & PS336 or PS339 PS Majors Only, Class Full",,2023-09-05,2023-12-12,,,,,,,,,,0,14,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3852,CAS PS332 A1,42.348337,-71.100772,Behavioral MED,Davidson,4,Independent,55,55,CAS,226,42.35083,-71.10515,,,"Tue,Thu",12:30:00,13:45:00,"Prereq:PS101 2 principal courses in PS, ED or Health Rel Discipline, Class Full",,2023-09-05,2023-12-12,,,,,,,,,,1,54,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,CAS PS333 A1,42.348337,-71.100772,Drugs & Behavr,Kantak,4,Lecture,30,40,CAS,326,42.35083,-71.10515,,,"Tue,Thu",14:00:00,15:15:00,"Permission Required, Mts w/CAS NE333 Prereq:PS231 Jr/Sr PS Majors Only For non-majors",20220.0,2023-09-05,2023-12-12,,,,,,,,,,1,29,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3855,CAS PS333 A2,42.348337,-71.100772,Drugs & Behavr,Kantak,0,Discussion,9,13,PSY,B42,42.34939,-71.10395,,,Wed,09:05:00,09:55:00,Mts w/CAS NE333,20220.0,2023-09-06,2023-12-06,,,,,,,,,,1,8,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3856,CAS PS333 A3,42.348337,-71.100772,Drugs & Behavr,Kantak,0,Discussion,8,13,CDS,B63,42.3506,-71.10281,,,Wed,10:10:00,11:00:00,Mts w/CAS NE333,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,8,,PS,64 Cummington Mall,645-655 Commonwealth Avenue
3857,CAS PS333 A4,42.348337,-71.100772,Drugs & Behavr,Kantak,0,Discussion,13,14,PSY,B42,42.34939,-71.10395,,,Wed,12:20:00,13:10:00,Mts w/CAS NE333,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,13,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3859,CAS PS333 B1,42.348337,-71.100772,Drugs & Behavr,DiBenedictis,4,Lecture,69,70,SAR,101,42.34981,-71.102,,,"Mon,Wed,Fri",14:30:00,15:20:00,"Permission Required, Mts w/CAS NE333 Prereq: PS 231 Jr/Sr PS Majors Only For non-majors",20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,69,,PS,64 Cummington Mall,635 Commonwealth Avenue
3860,CAS PS333 B2,42.348337,-71.100772,Drugs & Behavr,DiBenedictis,0,Discussion,16,17,COM,210,42.34906,-71.10246,,,Fri,09:05:00,09:55:00,Mts w/CAS NE333,20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,16,,PS,64 Cummington Mall,640 Commonwealth Avenue
3861,CAS PS333 B3,42.348337,-71.100772,Drugs & Behavr,DiBenedictis,0,Discussion,17,17,CDS,B63,42.3506,-71.10281,,,Fri,10:10:00,11:00:00,"Mts w/CAS NE333, Class Full",20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,17,,PS,64 Cummington Mall,645-655 Commonwealth Avenue
3862,CAS PS333 B4,42.348337,-71.100772,Drugs & Behavr,DiBenedictis,0,Discussion,18,18,CDS,B63,42.3506,-71.10281,,,Fri,11:15:00,12:05:00,"Mts w/CAS NE333, Class Full",20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,18,,PS,64 Cummington Mall,645-655 Commonwealth Avenue
3863,CAS PS333 B5,42.348337,-71.100772,Drugs & Behavr,DiBenedictis,0,Discussion,18,18,BRB,122,42.34868,-71.10133,,,Fri,15:35:00,16:25:00,"Mts w/CAS NE333, Class Full",20220.0,2023-09-08,2023-12-08,,,,,,,,,,0,18,,PS,64 Cummington Mall,5 Cummington Mall
3864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,CAS PS333 C1,42.348337,-71.100772,Drugs & Behavr,DiBenedictis,4,Lecture,60,60,CAS,216,42.35083,-71.10515,,,"Mon,Wed,Fri",11:15:00,12:05:00,"Permission Required, Prereq: PS231 Jr/Sr PS majors only. For non-majors, Class Full",20220.0,2023-09-06,2023-12-11,,,,,,,,,,0,60,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
3866,CAS PS333 C2,42.348337,-71.100772,Drugs & Behavr,DiBenedictis,0,Discussion,20,20,PSY,B36,42.34939,-71.10395,,,Wed,09:05:00,09:55:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,20,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3867,CAS PS333 C3,42.348337,-71.100772,Drugs & Behavr,DiBenedictis,0,Discussion,19,20,PSY,B36,42.34939,-71.10395,,,Wed,10:10:00,11:00:00,,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,19,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3868,CAS PS333 C4,42.348337,-71.100772,Drugs & Behavr,DiBenedictis,0,Discussion,21,20,PSY,B51,42.34939,-71.10395,,,Wed,12:20:00,13:10:00,Class Full,20220.0,2023-09-06,2023-12-06,,,,,,,,,,0,21,,PS,64 Cummington Mall,64-72-86 Cummington Mall
3869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,CAS PS336 A1,42.348337,-71.100772,Intr Cog Psych,Dunne,4,Lecture,100,100,CAS,211,42.35083,-71.10515,,,"Mon,Wed,Fri",15:35:00,16:25:00,"Prereq: PS101, Class Full",20220.0,2023-09-06,2023-12-11,,,,,,,,,,1,99,,PS,64 Cummington Mall,685-725 Commonwealth Avenue
